61	[((37974742, 38058901, 0), 0), ((38058901, 38078585, 0), 11), ((38078585, 38078589, 0), 21), ('GOAL', 38078589, 21)]
62	[((38005221, 38002424, 0), 0), ((38002424, 38002421, 0), 4), ((38002421, 38002419, 0), 11), ((38002419, 38035334, 0), 20), ((38035334, 38048952, 0), 32), ((38048952, 38096643, 0), 47), ((38096643, 38024757, 0), 68), ((38024757, 38057031, 0), 80), ((38057031, 38046725, 0), 102), ((38046725, 38058901, 0), 114), ((38058901, 38078585, 0), 124), ((38078585, 38078589, 0), 134), ('GOAL', 38078589, 134)]
63	[((38009439, 37987901, 0), 0), ((37987901, 38127601, 0), 1), ((38127601, 38005219, 0), 4), ((38005219, 38014590, 0), 8), ((38014590, 38063509, 0), 13), ((38063509, 38039366, 0), 18), ((38039366, 38048961, 0), 25), ((38048961, 38048956, 0), 40), ((38048956, 38048952, 0), 49), ((38048952, 38096643, 0), 62), ((38096643, 38024757, 0), 90), ((38024757, 38057031, 0), 104), ((38057031, 38046725, 0), 125), ((38046725, 38058901, 0), 138), ((38058901, 38078585, 0), 148), ((38078585, 38078589, 0), 158), ('GOAL', 38078589, 158)]
64	[((38035334, 38048952, 0), 0), ((38048952, 38096643, 0), 8), ((38096643, 38024757, 0), 12), ((38024757, 38057031, 0), 17), ((38057031, 38046725, 0), 28), ((38046725, 38058901, 0), 35), ((38058901, 38078585, 0), 46), ((38078585, 38078589, 0), 55), ('GOAL', 38078589, 55)]
65	[((2366289498, 2366289499, 0), 0), ((2366289499, 37974745, 0), 7), ((37974745, 38078585, 0), 18), ((38078585, 38078589, 0), 31), ('GOAL', 38078589, 31)]
66	[((38024763, 38024769, 0), 0), ((38024769, 38024763, 0), 8), ((38024763, 38024757, 0), 12), ((38024757, 38057031, 0), 19), ((38057031, 38046725, 0), 31), ((38046725, 38058901, 0), 39), ((38058901, 38078585, 0), 50), ((38078585, 38078589, 0), 59), ('GOAL', 38078589, 59)]
67	[((38009439, 37987901, 0), 0), ((37987901, 38127601, 0), 3), ((38127601, 38005219, 0), 6), ((38005219, 38014590, 0), 10), ((38014590, 38063509, 0), 15), ((38063509, 38039366, 0), 19), ((38039366, 38048961, 0), 26), ((38048961, 38048956, 0), 41), ((38048956, 38048952, 0), 50), ((38048952, 38096643, 0), 63), ((38096643, 38024757, 0), 92), ((38024757, 38057031, 0), 106), ((38057031, 38046725, 0), 127), ((38046725, 38058901, 0), 141), ((38058901, 38078585, 0), 151), ((38078585, 38078589, 0), 160), ('GOAL', 38078589, 160)]
68	[((38083061, 387669119, 0), 0), ((387669119, 38135625, 0), 10), ((38135625, 38024769, 0), 13), ((38024769, 38024763, 0), 15), ((38024763, 38024757, 0), 19), ((38024757, 38057031, 0), 25), ((38057031, 38046725, 0), 40), ((38046725, 38058901, 0), 48), ((38058901, 38078585, 0), 58), ((38078585, 38078589, 0), 68), ('GOAL', 38078589, 68)]
69	[((38009439, 37982977, 0), 0), ((37982977, 38009439, 0), 5), ((38009439, 37987901, 0), 9), ((37987901, 38127601, 0), 12), ((38127601, 38005219, 0), 15), ((38005219, 38014590, 0), 19), ((38014590, 38063509, 0), 24), ((38063509, 38039366, 0), 29), ((38039366, 38048961, 0), 37), ((38048961, 38048956, 0), 51), ((38048956, 38048952, 0), 60), ((38048952, 38096643, 0), 75), ((38096643, 38024757, 0), 110), ((38024757, 38057031, 0), 125), ((38057031, 38046725, 0), 146), ((38046725, 38058901, 0), 161), ((38058901, 38078585, 0), 171), ((38078585, 38078589, 0), 181), ('GOAL', 38078589, 181)]
70	[((38062557, 38062559, 0), 0), ((38062559, 38062557, 0), 11), ((38062557, 38126875, 0), 24), ((38126875, 38123182, 0), 37), ((38123182, 38038045, 0), 42), ((38038045, 38002419, 0), 52), ((38002419, 38035334, 0), 60), ((38035334, 38048952, 0), 67), ((38048952, 38096643, 0), 81), ((38096643, 38024757, 0), 118), ((38024757, 38057031, 0), 134), ((38057031, 38046725, 0), 155), ((38046725, 38058901, 0), 170), ((38058901, 38078585, 0), 180), ((38078585, 38078589, 0), 190), ('GOAL', 38078589, 190)]
