46	[((6614981136, 6614981130, 0), 0), ((6614981130, 6614981136, 0), 4), ((6614981136, 56171408, 0), 14), ((56171408, 6614981110, 0), 17), ((6614981110, 2868373147, 0), 28), ((2868373147, 56145013, 0), 34), ((56145013, 56046962, 0), 38), ('GOAL', 56046962, 38)]
47	[((765928009, 3455766778, 0), 0), ((3455766778, 765928009, 0), 2), ((765928009, 56092128, 0), 8), ((56092128, 56061630, 0), 12), ((56061630, 56061634, 0), 40), ((56061634, 56061636, 0), 50), ((56061636, 56061638, 0), 58), ((56061638, 56119727, 0), 75), ((56119727, 56056128, 0), 83), ((56056128, 56056131, 0), 87), ((56056131, 56056132, 0), 101), ((56056132, 56056134, 0), 104), ((56056134, 56056136, 0), 106), ((56056136, 56036345, 0), 108), ('GOAL', 56036345, 108)]
48	[((56017911, 56017916, 0), 0), ((56017916, 56017911, 0), 7), ((56017911, 56089602, 0), 13), ((56089602, 56069506, 0), 22), ((56069506, 56089608, 0), 26), ((56089608, 56082150, 0), 33), ((56082150, 56089611, 0), 37), ((56089611, 1816389841, 0), 38), ((1816389841, 56109052, 0), 42), ((56109052, 1816389845, 0), 43), ((1816389845, 1816389848, 0), 44), ((1816389848, 1816389850, 0), 51), ((1816389850, 56109058, 0), 63), ('GOAL', 56109058, 63)]
49	[((56043112, 56043120, 0), 0), ((56043120, 56043121, 0), 1), ((56043121, 56132228, 0), 4), ((56132228, 56048001, 0), 8), ((56048001, 7304925997, 0), 17), ((7304925997, 4925979291, 0), 24), ((4925979291, 56093683, 0), 36), ((56093683, 56040078, 0), 40), ((56040078, 56098323, 0), 47), ((56098323, 56062531, 0), 51), ((56062531, 56098326, 0), 55), ((56098326, 56144300, 0), 60), ((56144300, 56059531, 0), 64), ((56059531, 56059534, 0), 73), ((56059534, 56172595, 0), 78), ((56172595, 56068855, 0), 90), ((56068855, 300789904, 0), 92), ((300789904, 56061253, 0), 97), ((56061253, 56129327, 0), 99), ((56129327, 56056526, 0), 104), ((56056526, 56104045, 0), 107), ((56104045, 56030417, 0), 109), ((56030417, 56046616, 0), 112), ((56046616, 4932110214, 0), 116), ((4932110214, 3292802465, 0), 148), ((3292802465, 56132852, 0), 149), ((56132852, 56074636, 0), 192), ((56074636, 56114153, 0), 198), ((56114153, 56114161, 0), 216), ((56114161, 56138378, 0), 224), ((56138378, 56056056, 0), 230), ('GOAL', 56056056, 230)]
50	[((356608037, 56069849, 0), 0), ((56069849, 56030728, 0), 2), ((56030728, 56030726, 0), 5), ((56030726, 55983739, 0), 8), ((55983739, 55983742, 0), 12), ((55983742, 55983746, 0), 20), ((55983746, 339258709, 0), 24), ((339258709, 300787461, 0), 39), ((300787461, 354739682, 0), 55), ((354739682, 29892721, 0), 79), ((29892721, 354418673, 0), 90), ((354418673, 56009424, 0), 104), ('GOAL', 56009424, 104)]
51	[((56169646, 56147942, 0), 0), ((56147942, 56128862, 0), 10), ((56128862, 56146999, 0), 18), ((56146999, 3292802482, 0), 28), ((3292802482, 56132852, 0), 38), ((56132852, 56074636, 0), 40), ((56074636, 56114153, 0), 46), ((56114153, 56114161, 0), 64), ((56114161, 56138378, 0), 73), ((56138378, 56056056, 0), 79), ('GOAL', 56056056, 79)]
52	[((55965990, 56014446, 0), 0), ((56014446, 56014463, 0), 20), ((56014463, 56024770, 0), 33), ((56024770, 1701108322, 0), 55), ((1701108322, 56032790, 0), 81), ((56032790, 56044060, 0), 85), ((56044060, 56023919, 0), 94), ((56023919, 56162326, 0), 99), ('GOAL', 56162326, 99)]
53	[((56020421, 56020428, 0), 0), ((56020428, 56020421, 0), 10), ((56020421, 56020420, 0), 71), ((56020420, 56018807, 0), 73), ((56018807, 7287418795, 0), 77), ((7287418795, 2705187493, 0), 96), ((2705187493, 56024770, 0), 99), ((56024770, 1701108322, 0), 113), ((1701108322, 56032790, 0), 139), ((56032790, 56044060, 0), 143), ((56044060, 56023919, 0), 152), ((56023919, 56162326, 0), 157), ('GOAL', 56162326, 157)]
54	[((56051235, 56118721, 0), 0), ((56118721, 56104052, 0), 15), ((56104052, 56046619, 0), 17), ((56046619, 56046617, 0), 35), ((56046617, 56046616, 0), 65), ((56046616, 4932110214, 0), 70), ((4932110214, 3292802465, 0), 103), ((3292802465, 56138389, 0), 104), ((56138389, 56092104, 0), 124), ((56092104, 56092105, 0), 135), ((56092105, 56164551, 0), 139), ((56164551, 56102905, 0), 151), ((56102905, 56065547, 0), 164), ((56065547, 56065549, 0), 197), ((56065549, 56097462, 0), 200), ((56097462, 56043015, 0), 203), ((56043015, 56106954, 0), 207), ('GOAL', 56106954, 207)]
55	[((56017918, 56051940, 0), 0), ((56051940, 56017918, 0), 2), ((56017918, 354830927, 0), 14), ((354830927, 56078060, 0), 25), ((56078060, 56089596, 0), 28), ((56089596, 4926534419, 0), 39), ((4926534419, 56117114, 0), 53), ((56117114, 56017876, 0), 54), ((56017876, 6887884645, 0), 58), ('GOAL', 6887884645, 58)]
56	[((2868373147, 6614981110, 0), 0), ((6614981110, 2868373147, 0), 6), ((2868373147, 56145013, 0), 11), ((56145013, 56046962, 0), 15), ('GOAL', 56046962, 15)]
57	[((56029565, 56035106, 0), 0), ((56035106, 56029565, 0), 1), ((56029565, 56029566, 0), 10), ((56029566, 56029568, 0), 18), ('GOAL', 56029568, 18)]
58	[((56113470, 56020701, 0), 0), ((56020701, 56020702, 0), 14), ((56020702, 56020704, 0), 20), ((56020704, 56152123, 0), 24), ((56152123, 56078353, 0), 29), ((56078353, 56078355, 0), 34), ((56078355, 56078358, 0), 40), ((56078358, 56128284, 0), 82), ((56128284, 56043059, 0), 91), ((56043059, 56034511, 0), 96), ((56034511, 56043053, 0), 137), ((56043053, 56043052, 0), 140), ((56043052, 56031468, 0), 145), ((56031468, 356602156, 0), 155), ((356602156, 56072354, 0), 167), ((56072354, 56051480, 0), 173), ((56051480, 56077542, 0), 178), ('GOAL', 56077542, 178)]
